id,lot_frontage,lot_area,overall_qual,year_built,exter_qual,bsmt_qual,bsmt_exposure,total_bsmt_sf,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_area,saleprice,neighborhood_stonebr,neighborhood_nridght,neighborhood_noridge,bsmt_fin_glq,garage_builtin,garage_attchd,foundation_pconc,house_1story,house_2story,masvnr_stone,masvnr_brkface
489,42.0,8433,6,2000,3,4,1,794.0,5,1514,2,3,7,1,394.0,190000,0,0,0,1,0,1,1,0,1,0,0
2369,21.0,1680,6,1971,3,3,1,672.0,3,1218,1,3,7,0,0.0,91500,0,0,0,0,0,0,0,0,1,0,1
707,50.0,6000,5,1954,3,3,1,811.0,3,1387,2,4,7,0,256.0,93000,0,0,0,0,1,0,0,0,0,0,0
1556,50.0,8500,4,1920,3,3,1,649.0,3,1317,1,3,6,0,250.0,40000,0,0,0,0,0,0,0,0,1,0,0
2034,60.0,6882,6,1914,3,3,1,684.0,3,1355,1,4,7,0,0.0,127000,0,0,0,0,0,0,1,0,1,0,0
308,66.0,8712,4,1896,2,3,1,756.0,4,952,1,3,5,0,330.0,50138,0,0,0,0,0,0,0,1,0,0,0
2176,69.05520046484602,7917,6,1976,3,3,1,1143.0,3,1113,1,3,6,1,504.0,148000,0,0,0,0,0,1,0,1,0,0,1
1549,71.0,6900,5,1940,3,3,1,740.0,5,778,1,3,4,1,924.0,120500,0,0,0,0,0,0,0,1,0,0,0
909,60.0,9900,6,1940,3,3,1,778.0,3,1489,2,3,7,1,240.0,139500,0,0,0,0,0,0,0,0,0,0,0
892,86.0,13286,9,2007,5,5,1,1698.0,5,1698,2,5,8,1,768.0,320000,0,0,0,1,0,1,1,1,0,1,0
2045,107.0,12888,7,1937,3,3,1,1005.0,3,2267,1,3,7,2,498.0,219000,0,0,0,0,0,1,0,0,1,0,0
2927,69.05520046484602,8885,5,1983,3,4,3,864.0,3,902,1,3,5,0,484.0,131000,0,0,0,0,0,1,0,1,0,0,0
1732,62.0,8857,6,2006,4,4,1,738.0,5,1495,2,4,7,1,440.0,171925,0,0,0,0,0,1,1,0,1,0,0
998,53.0,14137,5,1996,4,4,1,1348.0,4,1384,2,4,7,0,404.0,177900,0,0,0,1,0,1,1,1,0,0,0
2203,53.0,6720,6,1921,3,3,1,585.0,3,1436,1,3,7,1,228.0,141500,0,0,0,0,0,0,0,0,1,0,0
356,60.0,7500,6,1998,4,4,1,952.0,4,1636,2,3,7,1,440.0,191000,0,0,0,1,0,1,1,0,1,0,0
2475,63.0,13072,6,2004,3,4,1,1158.0,5,1158,1,4,5,0,576.0,158000,0,0,0,0,0,0,1,1,0,0,0
2264,67.0,10656,8,2006,4,4,3,1638.0,5,1646,2,4,6,1,870.0,248900,0,0,0,0,0,1,1,1,0,1,0
2201,60.0,7200,5,1937,3,4,1,731.0,5,1768,1,4,7,2,240.0,175000,0,0,0,0,0,0,0,0,0,0,1
2545,80.0,8800,6,1965,3,3,2,1187.0,5,1565,2,4,7,2,299.0,185900,0,0,0,0,0,1,1,1,0,0,0
2660,60.0,10800,7,1914,3,4,2,880.0,2,1768,1,3,6,2,320.0,163000,0,0,0,0,0,0,0,0,0,0,0
2882,50.0,9000,5,1951,2,3,2,660.0,3,1396,2,3,8,0,0.0,115000,0,0,0,0,0,0,0,0,0,0,0
1379,80.0,13014,6,1978,3,3,3,1008.0,3,1096,1,3,6,1,484.0,157500,0,0,0,0,0,1,0,0,0,0,1
491,69.05520046484602,15896,7,1999,4,4,1,1177.0,5,2312,2,4,8,1,658.0,245000,0,0,0,0,1,0,1,0,1,0,1
1002,41.0,5395,8,1993,4,4,1,1337.0,4,1337,2,4,5,1,462.0,180000,1,0,0,1,0,1,1,1,0,0,0
1848,69.05520046484602,5105,7,2004,4,4,1,551.0,5,1102,2,4,4,0,480.0,148800,0,0,0,1,0,0,1,0,1,0,0
1455,75.0,9473,8,2002,4,4,1,1128.0,5,2031,2,4,7,1,577.0,237000,0,0,0,1,0,1,1,0,1,0,0
908,60.0,8400,2,1920,3,3,1,290.0,3,438,1,2,3,0,246.0,60000,0,0,0,0,0,0,0,1,0,0,0
1490,64.0,12102,5,1976,3,4,4,456.0,5,1033,1,3,6,0,504.0,165000,0,0,0,0,1,0,0,0,0,0,1
1465,41.0,10905,7,2003,4,4,1,1129.0,5,2327,2,4,9,1,596.0,240000,0,0,0,0,1,0,1,0,1,0,0
1627,69.05520046484602,9556,7,1992,3,4,1,1168.0,4,1187,2,4,6,0,420.0,160000,0,0,0,0,0,1,1,1,0,0,1
2849,58.0,6430,6,1945,3,3,3,780.0,3,1340,1,3,6,0,440.0,128000,0,0,0,0,0,1,0,0,0,0,0
1501,65.0,6040,4,1955,3,0,0,0.0,3,1152,2,2,6,0,0.0,82000,0,0,0,0,0,0,1,1,0,0,0
626,80.0,14695,6,1966,3,3,1,1562.0,4,1567,2,4,5,2,542.0,256000,0,0,0,0,0,1,0,1,0,0,1
722,50.0,9000,7,1920,3,3,1,650.0,5,1482,1,3,7,0,324.0,143000,0,0,0,0,0,0,1,0,1,0,0
2260,67.0,8368,7,2006,4,4,1,1689.0,5,1689,2,4,7,0,433.0,231713,0,0,0,0,0,1,1,1,0,0,0
1639,195.0,40000,5,1969,3,4,4,1100.0,3,1424,1,3,7,0,828.0,155000,0,0,0,0,0,0,0,1,0,0,0
1603,59.0,6490,5,1983,3,3,1,816.0,5,816,1,3,4,0,264.0,128500,0,0,0,1,0,1,0,1,0,0,0
1520,60.0,7290,7,1921,3,3,1,1228.0,5,1424,2,3,7,1,312.0,168000,0,0,0,0,0,1,0,1,0,0,1
1665,69.05520046484602,7472,7,1972,3,3,1,725.0,4,1479,1,4,7,0,484.0,184000,0,0,0,0,0,1,0,0,1,0,1
2635,70.0,7000,5,1962,3,3,3,1025.0,3,1025,1,3,6,0,0.0,124000,0,0,0,0,0,0,0,0,0,0,0
581,69.05520046484602,11717,6,1970,3,3,1,1442.0,3,1442,2,3,6,1,615.0,185000,0,0,0,0,0,1,0,1,0,0,1
2435,106.0,11194,8,2000,4,4,1,1406.0,5,1936,2,4,7,1,504.0,230500,0,0,0,0,0,1,1,0,1,0,1
2799,90.0,11250,7,1998,3,4,2,1054.0,5,1939,2,4,8,1,555.0,227000,0,0,0,0,0,1,1,0,1,0,1
883,64.0,8633,6,2005,4,4,1,738.0,5,1476,2,4,7,0,540.0,173500,0,0,0,1,0,1,1,0,1,0,0
2537,70.0,8400,5,1968,3,4,4,833.0,4,898,1,3,6,0,326.0,140000,0,0,0,1,0,1,0,0,0,0,0
1120,87.0,10037,8,2006,4,5,1,1460.0,5,1460,2,4,6,1,480.0,247000,0,0,0,1,0,1,1,1,0,0,0
774,69.05520046484602,8014,6,1978,3,4,4,456.0,3,1034,1,3,5,1,504.0,149900,0,0,0,1,0,0,0,0,0,0,1
1447,69.05520046484602,12250,5,1978,3,4,2,864.0,5,1174,1,3,5,0,528.0,158000,0,0,0,0,0,1,0,1,0,0,1
104,69.05520046484602,2403,7,2003,4,4,1,530.0,5,1080,2,4,4,0,496.0,147110,0,0,0,1,0,1,1,0,1,0,0
2694,50.0,8600,6,1937,3,3,1,780.0,3,1376,2,3,7,1,198.0,119500,0,0,0,0,0,0,0,0,0,0,0
920,60.0,13680,5,1940,3,3,1,840.0,5,1567,1,3,6,2,440.0,205000,0,0,0,0,0,0,0,0,0,0,0
1951,60.0,10800,5,1895,3,4,3,736.0,5,1534,1,4,6,0,0.0,148000,0,0,0,0,0,0,0,0,1,0,0
9,39.0,5389,8,1995,4,4,1,1595.0,5,1616,2,4,5,1,608.0,236500,1,0,0,1,0,1,1,1,0,0,0
2848,60.0,10890,5,1938,3,2,1,1058.0,3,1551,2,2,6,0,240.0,137000,0,0,0,0,0,0,0,0,0,0,0
614,68.0,9768,5,1955,3,3,1,960.0,4,960,1,3,5,0,330.0,122000,0,0,0,0,0,1,0,1,0,0,0
1736,73.0,8993,7,2007,4,4,3,1302.0,5,1302,2,4,6,0,436.0,176485,0,0,0,0,0,1,1,1,0,0,0
2686,50.0,11672,5,1925,3,3,1,816.0,3,816,1,3,4,0,210.0,109000,0,0,0,0,0,0,0,1,0,0,0
2257,69.05520046484602,9763,7,1998,4,4,1,1502.0,5,1502,1,4,5,1,286.0,330000,0,0,0,1,0,1,1,1,0,0,1
1284,56.0,9836,6,2008,3,3,1,192.0,4,1133,1,3,7,0,308.0,143000,0,0,0,1,0,0,1,1,0,0,0
1765,89.0,10557,9,1998,4,5,4,1408.0,5,3078,2,4,9,1,806.0,410000,0,0,1,1,0,1,1,0,1,0,1
1811,70.0,8462,6,1994,4,4,1,928.0,5,1721,2,4,7,0,471.0,201000,0,0,0,1,0,1,1,0,1,0,1
2603,60.0,10818,4,1910,3,2,1,1077.0,3,1760,1,3,7,1,648.0,80000,0,0,0,0,0,0,0,0,0,0,0
2220,61.0,7259,6,1945,3,3,1,1028.0,5,2320,2,4,9,1,180.0,259500,0,0,0,0,0,0,0,0,1,0,0
2273,69.05520046484602,11800,7,2003,4,4,4,1122.0,5,2486,3,4,10,1,452.0,279900,0,0,0,1,1,0,1,0,1,0,1
163,75.0,7500,5,1959,3,3,1,1246.0,5,1246,1,4,6,0,305.0,154000,0,0,0,0,0,1,0,1,0,0,0
2116,69.05520046484602,40000,6,1958,4,4,4,1444.0,4,2144,2,4,7,2,389.0,277000,0,0,0,0,0,1,0,0,0,0,0
2734,62.0,6488,5,1942,3,3,1,799.0,5,1150,1,3,6,2,215.0,128000,0,0,0,0,1,0,0,0,0,0,0
426,110.0,14230,8,2007,4,4,1,1566.0,5,1600,2,4,7,1,890.0,256300,0,1,0,0,0,1,1,1,0,1,0
2216,110.0,7810,4,1930,3,3,1,930.0,5,1755,2,4,7,1,231.0,188000,0,0,0,1,0,0,0,0,0,0,0
2900,85.0,14331,8,2002,4,5,4,1800.0,5,1800,2,4,7,1,765.0,312500,0,0,0,1,0,1,1,1,0,0,1
97,30.0,3182,7,2004,4,4,1,600.0,5,1200,2,4,4,0,480.0,151000,0,0,0,0,0,0,1,0,1,0,0
1680,24.0,1920,5,1971,3,3,1,765.0,5,1365,1,3,6,0,440.0,122500,0,0,0,0,0,0,0,0,1,0,1
1133,68.0,10110,6,2003,4,4,2,835.0,5,1696,2,4,7,0,542.0,188000,0,0,0,1,0,1,1,0,1,0,0
2761,91.0,10984,7,2005,4,4,4,945.0,5,1809,2,4,8,0,638.0,209700,0,0,0,0,0,1,1,0,1,0,0
1642,85.0,14082,8,2006,4,5,4,2220.0,5,2234,1,4,7,1,724.0,441929,1,0,0,1,0,1,1,1,0,0,1
1141,50.0,8480,6,1993,4,4,1,886.0,5,1680,2,4,7,0,474.0,163000,0,0,0,1,0,1,1,0,1,0,1
2118,69.05520046484602,12205,6,1966,3,3,4,832.0,4,2087,2,4,9,0,444.0,187500,0,0,0,0,0,1,0,0,1,0,1
870,90.0,15750,8,1999,4,4,4,1462.0,5,1513,2,4,5,1,521.0,220000,0,0,0,1,0,1,1,1,0,0,1
1875,70.0,8050,5,1967,3,3,1,949.0,3,1107,1,4,5,0,308.0,127000,0,0,0,0,0,1,0,1,0,0,0
155,60.0,7200,5,1955,3,0,0,0.0,5,827,1,3,5,1,392.0,107500,0,0,0,0,0,0,0,1,0,0,0
1318,35.0,6300,6,1914,3,3,1,742.0,5,1484,2,3,9,1,0.0,128000,0,0,0,0,0,0,0,0,0,0,0
1285,30.0,5232,5,1925,3,2,1,680.0,4,764,1,3,4,0,504.0,73000,0,0,0,0,0,0,0,1,0,0,0
2400,72.0,11846,9,2003,4,5,4,1792.0,5,1792,2,5,6,1,874.0,374000,0,1,0,1,0,1,1,1,0,0,1
1068,130.0,16900,8,2001,4,5,2,1479.0,5,2649,2,4,10,1,746.0,421250,0,1,0,1,0,1,1,0,1,0,1
361,69.05520046484602,9636,6,1992,3,4,1,808.0,4,1593,2,3,7,1,389.0,178000,0,0,0,0,1,0,1,0,1,0,0
1493,90.0,10012,4,1972,3,4,3,1138.0,3,1181,2,3,6,0,588.0,137500,0,0,0,0,0,0,0,0,0,0,0
1110,91.0,14303,8,1994,4,4,4,1986.0,5,1987,2,4,7,1,691.0,301500,0,0,1,1,0,1,1,1,0,0,1
911,43.0,5707,6,1935,3,3,1,583.0,4,1242,1,3,6,1,180.0,105000,0,0,0,0,0,0,0,0,1,0,0
2535,78.0,9360,6,1968,3,3,3,976.0,3,976,1,4,4,1,504.0,157500,0,0,0,0,0,1,0,1,0,0,1
2030,40.0,5680,5,1901,3,3,1,969.0,3,1214,1,3,6,0,216.0,117000,0,0,0,0,0,0,0,0,0,0,0
2634,70.0,7000,5,1962,3,3,1,864.0,4,864,1,3,5,0,336.0,105000,0,0,0,0,0,1,0,1,0,0,0
1530,51.0,10480,6,1936,3,3,1,1064.0,5,1639,1,3,6,0,240.0,115000,0,0,0,0,0,0,0,0,0,0,0
435,95.0,11578,9,2008,5,5,1,1736.0,5,1736,2,5,7,1,834.0,360000,0,1,0,0,0,1,1,1,0,1,0
812,64.0,7018,5,1979,3,0,0,0.0,3,1535,2,3,8,0,400.0,118858,0,0,0,0,0,1,0,1,0,0,0
1202,69.05520046484602,9130,6,1966,3,3,1,800.0,4,1632,1,4,7,0,484.0,173000,0,0,0,1,0,1,0,0,1,0,1
666,60.0,10800,3,1890,3,3,1,630.0,3,725,1,3,4,0,320.0,78500,0,0,0,0,0,0,0,1,0,0,0
1751,62.0,8244,7,2004,4,4,1,840.0,5,1720,2,4,7,1,440.0,183500,0,0,0,0,0,1,1,0,1,0,0
705,60.0,6000,4,1953,2,2,1,936.0,3,936,1,3,4,0,576.0,93000,0,0,0,0,0,0,0,1,0,0,0
1744,69.05520046484602,3621,8,2003,4,4,4,1406.0,5,1589,2,4,7,1,630.0,226500,0,0,0,1,0,1,1,1,0,0,1
357,59.0,7837,6,1993,4,4,1,799.0,4,1571,2,3,7,1,380.0,178000,0,0,0,0,0,1,1,0,1,0,0
2133,72.0,10665,7,2003,4,4,3,1453.0,5,1479,2,4,7,0,558.0,226000,0,0,0,1,0,1,1,1,0,0,1
989,70.0,10457,5,1969,4,3,4,784.0,5,1632,1,3,7,1,898.0,173000,0,0,0,0,0,1,0,0,1,0,1
562,60.0,8281,5,1965,3,3,1,864.0,4,864,1,3,5,1,360.0,62383,0,0,0,0,0,0,0,1,0,0,0
1054,67.0,14948,9,2008,5,5,3,1452.0,5,2713,2,5,11,1,858.0,446261,0,1,0,1,0,1,1,0,1,1,0
2850,43.0,7000,7,1926,3,3,1,624.0,5,1479,1,4,6,2,312.0,160000,0,0,0,0,0,0,0,0,1,0,0
1082,69.05520046484602,3940,7,2004,4,4,1,1393.0,5,1576,2,4,7,1,668.0,219990,0,0,0,1,0,1,1,1,0,0,1
1440,93.0,9382,7,1999,4,4,1,1468.0,5,1479,2,4,6,0,577.0,191000,0,0,0,0,0,1,1,1,0,0,1
2006,55.0,6854,5,1925,3,3,1,756.0,3,1060,1,3,6,1,308.0,136500,0,0,0,0,0,0,1,1,0,0,0
2082,69.05520046484602,11515,4,1958,3,0,0,0.0,3,943,1,4,5,0,308.0,80000,0,0,0,0,0,0,0,1,0,0,0
2344,69.05520046484602,13837,7,1988,4,4,1,1204.0,4,2183,2,4,9,0,786.0,229000,0,0,0,1,0,1,1,0,0,0,1
248,80.0,9938,7,1993,4,4,1,1050.0,5,1949,2,4,8,1,574.0,236000,0,0,0,1,0,1,1,0,1,0,1
2276,85.0,12633,10,2006,5,5,4,1824.0,5,1824,2,5,8,1,932.0,392000,0,0,0,0,0,1,1,1,0,0,1
755,57.0,6876,6,1927,3,3,1,720.0,2,1930,2,3,8,0,316.0,149000,0,0,0,0,0,1,0,0,1,0,0
1178,36.0,3951,10,1998,5,4,2,970.0,5,2393,2,5,7,1,846.0,345000,0,0,0,0,0,1,1,0,1,0,0
2636,62.0,9856,5,1900,4,2,1,716.0,5,2014,2,3,8,0,624.0,169000,0,0,0,0,0,0,1,0,1,0,0
2077,84.0,17808,4,1946,3,3,1,484.0,3,1242,1,3,4,0,336.0,109900,0,0,0,0,0,1,0,1,0,0,0
2930,74.0,9627,7,1993,3,4,3,996.0,5,2000,2,3,9,1,650.0,188000,0,0,0,0,0,1,1,0,1,0,1
737,50.0,6000,6,1939,3,3,1,780.0,5,1412,1,3,6,1,280.0,132500,0,0,0,0,0,0,0,0,0,0,0
837,65.0,9757,5,1994,3,3,1,990.0,5,990,1,3,5,0,440.0,143000,0,0,0,0,0,1,1,1,0,0,0
2086,58.0,9280,5,1951,3,2,1,1342.0,5,1342,1,3,7,0,256.0,125000,0,0,0,0,0,0,0,1,0,0,0
2385,120.0,14780,9,2005,5,5,4,1868.0,5,1868,2,5,7,1,1085.0,415000,0,1,0,1,0,1,1,1,0,0,1
189,60.0,7740,4,1910,3,2,1,622.0,4,1363,1,3,6,0,528.0,125500,0,0,0,0,0,0,0,0,1,0,0
635,80.0,9600,6,1958,3,3,1,1240.0,4,1632,2,3,6,1,338.0,139000,0,0,0,0,0,1,0,1,0,0,0
432,97.0,13478,10,2008,5,5,4,1722.0,5,2296,2,5,10,1,842.0,451950,0,1,0,1,1,0,1,0,1,1,0
900,65.0,10926,5,1959,3,3,1,1678.0,3,1678,2,3,10,0,0.0,119900,0,0,0,0,0,0,0,1,0,0,1
966,69.05520046484602,6853,8,2001,4,5,1,1267.0,5,1296,2,4,6,0,471.0,220000,0,0,0,1,0,1,1,1,0,0,1
1612,85.0,10667,6,1971,3,3,1,1587.0,3,1587,2,3,7,1,525.0,167300,0,0,0,0,0,1,0,1,0,0,1
904,45.0,8212,5,1941,3,3,1,720.0,5,1298,1,3,6,2,256.0,122000,0,0,0,0,0,0,0,0,0,0,0
2487,70.0,9100,5,1963,3,3,1,1728.0,3,1728,2,3,10,0,504.0,125000,0,0,0,0,0,0,0,1,0,0,1
1304,50.0,6000,5,1957,3,3,1,928.0,4,928,1,3,5,0,288.0,112500,0,0,0,0,0,1,0,1,0,0,0
2112,78.0,9316,7,2005,4,4,4,879.0,5,1795,2,4,7,0,578.0,191000,0,0,0,0,0,1,1,0,1,0,0
1244,75.0,9464,6,1958,3,3,1,1080.0,4,1080,1,3,5,0,288.0,136000,0,0,0,0,0,1,0,1,0,0,1
843,80.0,10400,7,1998,3,4,3,866.0,5,1779,2,4,6,0,546.0,197900,0,0,0,0,0,1,1,0,1,0,0
2689,59.0,5310,6,1910,3,3,1,485.0,4,1635,1,4,5,0,255.0,117000,0,0,0,0,0,1,0,0,0,0,0
2753,64.0,7406,7,2006,4,4,3,1199.0,5,1220,2,4,6,0,632.0,194000,0,0,0,1,0,1,1,1,0,1,0
1169,69.05520046484602,4538,9,2001,4,5,3,1310.0,5,1310,1,4,5,1,545.0,285000,0,0,0,1,0,1,1,1,0,0,1
1376,62.0,10106,5,1940,3,3,1,644.0,4,1355,2,3,6,0,0.0,127500,0,0,0,0,0,0,0,0,0,0,0
2503,69.05520046484602,13346,7,1992,4,4,1,1095.0,5,2295,2,4,9,1,590.0,268000,0,0,1,1,0,1,1,0,1,0,0
1987,57.0,9639,4,1900,3,3,1,1075.0,5,1798,2,3,7,0,342.0,137000,0,0,0,0,0,0,1,0,1,0,0
1190,69.05520046484602,15387,7,1967,3,3,1,1620.0,5,1620,2,4,8,1,578.0,215000,0,0,0,0,0,1,0,1,0,0,0
1930,75.0,10050,5,1955,3,3,1,1216.0,3,1216,1,3,5,0,336.0,129500,0,0,0,0,0,1,0,1,0,0,0
2677,69.05520046484602,6240,5,1936,3,4,1,896.0,4,1344,1,3,7,0,240.0,115000,0,0,0,0,0,0,0,0,0,0,0
1256,45.0,7506,5,1925,3,3,1,747.0,3,1159,1,3,5,0,288.0,114000,0,0,0,0,0,0,1,0,0,0,0
2484,69.05520046484602,8900,4,1966,3,3,1,1056.0,3,1056,1,3,5,0,384.0,107000,0,0,0,0,0,0,0,1,0,0,0
1253,80.0,8480,5,1947,3,3,1,832.0,3,1216,1,3,6,0,336.0,118500,0,0,0,0,0,0,0,0,0,0,0
1337,50.0,6000,6,1929,3,3,1,862.0,3,1158,1,3,5,1,208.0,120000,0,0,0,0,1,0,0,0,0,0,0
1788,74.0,8847,8,2005,4,4,3,1538.0,5,1538,2,4,7,0,484.0,260000,0,0,0,1,0,1,1,1,0,0,1
141,69.05520046484602,8050,5,1959,3,3,1,1143.0,3,1143,1,3,6,0,308.0,136000,0,0,0,0,0,1,0,1,0,0,1
1669,70.0,8294,4,1971,3,3,1,858.0,3,872,1,3,5,0,480.0,123000,0,0,0,0,0,0,0,1,0,0,0
1366,69.05520046484602,7920,6,1920,3,3,1,319.0,3,1406,1,2,6,0,0.0,89500,0,0,0,0,0,0,0,0,0,0,0
52,100.0,18494,6,2005,4,4,1,1324.0,5,1324,2,4,6,0,430.0,199500,0,0,0,0,0,1,1,1,0,0,0
1380,69.05520046484602,7162,5,1966,3,3,1,876.0,3,904,1,3,6,0,408.0,109900,0,0,0,0,0,1,1,1,0,0,0
919,53.0,10918,7,1926,4,4,1,1276.0,5,2080,1,4,9,2,282.0,234000,0,0,0,0,0,0,0,0,1,0,0
2804,37.0,4435,6,2004,4,4,2,848.0,5,848,1,4,3,1,420.0,155900,0,0,0,1,0,1,1,1,0,0,1
782,69.05520046484602,11250,4,1957,3,3,3,1104.0,5,1788,1,3,8,2,304.0,161500,0,0,0,0,0,1,0,0,0,0,0
956,69.05520046484602,14375,6,1958,3,3,1,819.0,4,1344,1,4,7,1,525.0,137500,0,0,0,1,0,0,0,0,0,0,1
187,100.0,9045,5,1910,3,3,2,840.0,2,2256,2,2,12,0,0.0,76500,0,0,0,0,0,0,0,0,1,0,0
2074,97.0,10029,6,1988,4,4,1,1151.0,3,2060,2,3,8,1,521.0,211000,0,0,0,1,0,1,1,0,1,0,1
1039,34.0,4060,6,1998,4,4,1,1405.0,5,1337,2,4,5,0,511.0,181000,0,0,0,1,0,1,1,1,0,0,0
1210,82.0,9020,6,1966,3,3,4,1127.0,3,1165,1,3,6,0,490.0,174900,0,0,0,0,0,1,0,0,0,0,1
2710,96.0,11777,5,1966,3,3,3,1164.0,5,1320,1,3,6,2,564.0,164500,0,0,0,0,0,1,0,0,0,0,1
44,70.0,10171,7,2004,4,4,1,1517.0,5,1535,2,4,7,0,532.0,214000,0,1,0,1,0,1,1,1,0,0,1
1026,80.0,10400,7,1980,3,4,2,738.0,3,2044,2,3,7,1,489.0,185000,0,0,0,0,0,1,0,0,1,0,1
1343,52.0,6240,4,1929,3,3,1,704.0,5,1136,1,3,6,0,336.0,123000,0,0,0,0,0,0,1,0,0,0,0
2248,69.05520046484602,12150,6,1979,3,4,3,1001.0,3,1299,2,4,5,1,486.0,183500,0,0,0,1,1,0,0,0,0,0,0
1849,24.0,2645,8,1999,4,4,1,776.0,5,1441,2,4,5,0,492.0,174000,0,0,0,0,0,0,1,0,1,0,1
2076,69.05520046484602,22692,5,1953,3,3,1,1073.0,3,1630,2,3,6,1,649.0,130000,0,0,0,0,0,0,0,1,0,0,0
2641,60.0,9600,7,1925,3,3,1,728.0,5,1641,1,5,6,1,546.0,178000,0,0,0,0,0,0,0,0,1,0,0
5,74.0,13830,5,1997,3,4,1,928.0,4,1629,2,3,6,1,482.0,189900,0,0,0,1,0,1,1,0,1,0,0
878,69.05520046484602,4435,6,2003,4,4,3,848.0,5,848,1,4,4,0,420.0,144000,0,0,0,1,0,1,1,1,0,0,1
1548,69.05520046484602,5890,6,1930,4,3,3,816.0,5,816,1,3,5,0,432.0,120500,0,0,0,0,0,0,0,1,0,0,0
841,112.0,10859,5,1994,3,4,1,1097.0,5,1097,1,3,6,0,672.0,145000,0,0,0,0,0,1,1,1,0,0,0
1621,41.0,5330,8,2000,4,4,3,1494.0,5,1652,2,5,6,0,499.0,251000,1,0,0,1,0,1,1,1,0,0,0
218,72.0,10778,4,1968,3,3,1,1768.0,3,1768,2,3,8,0,0.0,136500,0,0,0,0,0,0,0,1,0,0,0
1504,74.0,6845,4,1955,3,0,0,0.0,3,1152,2,3,6,0,0.0,82500,0,0,0,0,0,0,0,1,0,0,0
946,109.0,21780,2,1910,2,0,0,0.0,3,810,1,3,4,0,280.0,57625,0,0,0,0,0,0,0,1,0,0,0
455,80.0,10307,7,2007,4,4,1,1350.0,5,1358,2,4,6,1,484.0,212500,0,1,0,1,0,1,1,1,0,1,0
2906,32.0,4500,6,1998,3,5,1,1216.0,5,1216,2,3,5,0,402.0,164000,0,0,0,1,0,1,1,1,0,0,1
2878,75.0,9060,6,1957,3,3,1,967.0,4,1638,2,4,6,0,384.0,139000,0,0,0,0,0,0,0,0,0,0,1
1173,24.0,2160,7,1999,4,4,1,600.0,5,1252,2,4,4,0,462.0,160000,0,0,0,0,0,0,1,0,1,0,1
985,70.0,7669,5,1992,3,4,3,828.0,3,883,1,3,5,1,698.0,149000,0,0,0,1,0,0,1,0,0,0,0
975,62.0,9858,5,1968,3,3,1,864.0,3,874,1,3,5,0,288.0,130000,0,0,0,0,0,1,0,1,0,0,0
202,50.0,10300,7,1921,3,3,1,576.0,4,1710,2,3,9,0,480.0,140000,0,0,0,0,0,0,0,0,1,0,0
528,65.0,8125,8,2008,4,4,1,1836.0,5,1836,2,4,8,1,517.0,264500,0,0,0,0,0,1,1,1,0,0,1
2579,69.0,14850,5,1957,3,3,1,1092.0,3,1092,1,3,6,1,299.0,141000,0,0,0,0,0,1,0,1,0,0,0
1841,35.0,4274,7,2006,4,4,1,1241.0,5,1241,1,4,4,0,569.0,199900,0,0,0,1,0,1,1,1,0,0,0
591,80.0,9650,6,1977,3,4,1,1350.0,3,1334,2,3,6,1,630.0,167900,0,0,0,0,0,1,0,1,0,0,1
1897,69.05520046484602,14585,6,1960,3,3,1,1144.0,5,1429,1,4,7,2,572.0,181900,0,0,0,0,0,1,0,1,0,0,1
70,75.0,9000,8,2008,4,4,3,1566.0,5,1566,2,4,7,0,750.0,262500,0,0,0,1,0,1,1,1,0,1,0
590,69.05520046484602,13774,7,1977,3,4,1,908.0,5,2288,1,4,8,2,520.0,230000,0,0,0,1,0,1,1,0,1,0,1
1172,50.0,5119,9,1999,4,5,3,1698.0,5,1709,2,4,5,1,506.0,328900,0,0,0,1,0,1,1,1,0,0,1
1714,71.0,9254,8,2005,4,4,1,1721.0,5,1721,2,4,7,0,554.0,232698,0,1,0,1,0,1,1,1,0,0,1
829,95.0,10324,8,2008,4,4,3,1254.0,5,1254,2,4,5,0,810.0,221800,0,0,0,1,0,1,1,1,0,0,1
1397,63.0,8375,5,1941,3,3,1,576.0,4,1350,1,4,6,0,627.0,152400,0,0,0,0,0,0,0,0,0,0,0
877,75.0,9750,7,2000,4,4,1,1630.0,5,1630,2,4,6,1,451.0,213000,0,0,0,0,0,1,1,1,0,0,1
2477,74.0,7632,7,2005,4,4,1,784.0,5,1585,2,4,7,0,449.0,184900,0,0,0,0,0,1,1,0,1,0,1
2871,90.0,15750,5,1953,3,3,2,1165.0,3,1336,1,3,5,2,375.0,157000,0,0,0,0,0,1,0,1,0,0,1
2489,69.05520046484602,9240,5,1962,3,3,1,864.0,4,1211,1,3,6,1,576.0,144000,0,0,0,0,0,0,0,1,0,0,0
1655,80.0,10400,6,1979,3,4,1,1259.0,5,1353,2,3,5,1,478.0,192350,0,0,0,1,0,1,0,1,0,0,1
1891,80.0,8800,7,1966,3,3,1,1174.0,5,1200,2,3,6,1,440.0,163500,0,0,0,0,0,1,0,1,0,0,1
1419,86.0,11839,7,1990,3,4,1,1475.0,5,2329,2,4,10,1,514.0,262280,0,0,0,1,0,1,1,0,1,0,1
1473,70.0,9135,7,2002,4,4,3,1536.0,5,1536,2,4,7,0,532.0,214000,0,0,0,1,0,1,1,1,0,0,1
